Q,A,label
수염 미는 게 낫겠지,깔끔하게 정리 해보세요 ,0
수염 자르는 게 낫겠지,깔끔하게 정리 해보세요 ,0
수염 자르지 말까,길러도 어울리면 길러 보세요 ,0
수영 막 잘 하고 싶다 ,강습 받아 보세요 ,0
수영 배울까 ?,기본 으로 배워 놓는 게 좋죠 ,0
수영 잘 하고 싶어,강습 받아 보세요 ,0
수영장 같이 가려고 해,즐거운 시간 보내고 오세요 !,0
수영 하러 다닐까 ?,기본 으로 배워 놓는 게 좋죠 ,0
수제 빼빼로 어때 ?,먹어 보고 싶어요 ,0
수족 냉증 이야,지압 이나 운동 해보세요 ,0
수줍게 웃는게 귀여웠어,반했나 봐요 ,0
수줍게 웃어주던 너,반했나 봐요 ,0
수학여행 가는데 옷 뭐 입을까,뭘 입어도 멋져요 ,0
수학여행 가는데 입 을 게 없어,뭘 입어도 멋져요 ,0
수학여행 때 뭐 입지 ?,뭘 입어도 예뻐요 ,0
숙제 까먹었다 ,미리 미리 해야죠 ,0
숙제 산더미,지금 도 늦지 않았어요 ,0
숙제 안 한 듯,미리 미리 해야죠 ,0
숙제 가 쌓여가,지금 도 늦지 않았어요 ,0
숙취 때문 에 지 끈거려,약 을 드셔 보세요 ,0
숙취 장난 아니야,약 을 드셔 보세요 ,0
순간 의 화 를 못 참겠어,성격 이 아니라 습관 이에요 ,0
술 고프다,혼자 힘들어하지 마세요 ,0
술 끊을거야,술 은 적당히 즐기세요 ,0
술 땡겨,혼자 힘들어하지 마세요 ,0
술 마셔도 안 취해,세다고 너무 많이 드시면 안 돼요 ,0
술 마시고 망가질테 닷,적당히 드세요 ,0
술 마시고 싶다,저 랑 한 잔 해 요 ,0
술 마시고 싶다,같이 마셔요 ,0
술 마시러 가고 싶다,같이 마셔요 ,0
술 많이 마셔야지,적당히 드세요 ,0
술 먹고 싶어,혼자 힘들어하지 마세요 ,0
술 먹고 지갑 잃어버렸어,잘 기억 해 보세요  어디 있을 지도 몰라요 ,0
술 먹고 카드 긁었어,술 이 웬수 예요 ,0
술 먹고 카드 너무 긁었어,술 이 웬수 예요 ,0
술 먹고 필름 끊겼어,술 너무 많이 드시지 마세요 ,0
술 먹는 거 말고 친구 랑 뭐 하지,아무 것 도 안해 도 재밌을 거 예요 ,0
술 먹으러 갔는데 연락 이 안 돼,화장실 갈 때 연락 하 라고 해봐요 ,0
술 먹으면 연락 이 안 돼,화장실 갈 때 연락 하 라고 해봐요 ,0
술 먹을 줄 알 아 ?,저 는 주 당 이에요 ,0
술 안 먹으면 친구 랑 뭐 하지,아무 것 도 안해 도 재밌을 거 예요 ,0
술 잘 먹는다고 이야기 해도 될까 ?,주량 은 낮춰 이야기 하는 게 좋을 거 예요 ,0
술 잘 하니,저 는 주 당 이에요 ,0
술 좀 그만 마셔야지,술 은 적당히 즐기세요 ,0
술 좀 마실까,적당히 드세요 ,0
술 취해 서 지갑 잃어버렸어,잘 기억 해 보세요  어디 있을 지도 몰라요 ,0
술 한잔 만 마셔도 어지러워,술 안 마셔도 놀 수 있어요 ,0
술 만 먹으면 전화 를 안 받아,화장실 갈 때 연락 하 라고 해봐요 ,0
술 만 먹으면 집 에 늦게 와,몸 에 해로우니 적게 먹는 게 좋겠다고 말 해보세요 ,0
술 먹고 필름 끊겼어,위험하네요 ,0
술 을 너무 못 마셔,술 안 마셔도 놀 수 있어요 ,0
술 이나 마시고 싶다,적당히 드세요 ,0
쉬 고 싶다,내려 놓으세요 ,0
쉬 고 싶은데 회식 가야 돼,일과 일상 사이 에서 균형 이 잘 맞길 바랄게요 ,0
쉬는 날 에는 쉬 고 싶다,쉬어야 충전 도 되죠 ,0
쉬는 중 입니다 ,휴식 도 필요하죠 ,0
쉬마 려,화장실 가세 요 ,0
쉬운 게 없네,꽃길 만 걷길 바랄게요 ,0
쉬운 게 하나 도 없네,꽃길 만 걷길 바랄게요 ,0
쉬운 게 하나 도 없는 듯,저 도 어려운 게 투성이 에요 ,0
쉽게 상처 받는 거 같아,다른 사람 말 은 한 귀로 흘리세요 ,0
슈퍼문 이라 더니 예쁘다 ,소원 을 비세요 ,0
슈퍼문 이야,소원 을 비세요 ,0
스노우보드 배우러 갈거댜,저 도 배워 보고 싶어요 ,0
스노클링 재미있을까 ?,즐거운 도전 이 될 거 예요 ,0
스노클링 해볼까 ?,즐거운 도전 이 될 거 예요 ,0
스케일링 하기 귀찮아,주 기적 으로 해주면 좋 대요 ,0
스케일링 하러 가야 지,주 기적 으로 해주면 좋 대요 ,0
스쿼트 하면 무릎 에 안좋겠지 ?,무릎 에 무리 가 갈 거 예요 ,0
스키 강습 받아야 될까 ?,주변 에 잘 하는 사람 한테 배워 보세요 ,0
스키 배워 보고 싶다 ,배우면 금방 배우실 거 예요 ,0
스키 안 타 봤어,배우면 금방 배우실 거 예요 ,0
스키 처음 타 봐 !,강습 받아 보세요 ,0
스키 처음 타는데 강습 받아야 되나 ?,주변 에 잘 하는 사람 한테 배워 보세요 ,0
스키 첨 타 봤어 ,강습 받아 보세요 ,0
스키장 간다 !,설레겠어요 ,0
스키장 알바 재밌대,실컷 스키 탈 수 있을 것 같아요 ,0
스키장 알바 하면 재밌을 듯,실컷 스키 탈 수 있을 것 같아요 ,0
스킨 떨어졌다,쟁여둔 게 없는지 확인 해보세요 ,0
스킨 없다,쟁여둔 게 없는지 확인 해보세요 ,0
스타벅스 가봤어 ?,당연하죠 ,0
스타벅스 같은데 가봤어 ?,당연하죠 ,0
스타트업 에 가도 될까 ?,모 아니면 도예 요 ,0
스타트업 에 취직 해도 될까 ?,모 아니면 도예 요 ,0
스타트업 에 투자 하는거 어때 ?,그 쪽 방면 에 대한 지식 이 있었으면 좋겠네요 ,0
스타트업 에 투자 해볼까 ?,그 쪽 방면 에 대한 지식 이 있었으면 좋겠네요 ,0
스타트업 하면 위험할까,확신 이 들 때 까지 준비 해보세요 ,0
스터디 카페 왔어,공부 하러 왔나 봐요 ,0
스터디 카페 좋다,공부 하러 왔나 봐요 ,0
스테끼 먹은거 몇 년 만이 냐,맛있게 드세요 ,0
스테이크 먹고 싶어,집 에서도 할 수 있어요 ,0
스테이크 먹으러 가고 싶어,맛있게 드세요 ,0
스테이크 썰고 싶다,집 에서도 할 수 있어요 ,0
스테이크 썰러 가고 싶어,맛있게 드세요 ,0
스트레스 만 땅,소리 를 질러 보세요 ,0
스트레스 받는 데 어떻게 하면 좋을까,신나는 노래 를 들어 보세요 ,0
스트레스 받아,진정하세요 ,0
스트레스 받아,운동 을 해보세요 ,0
스트레스 주는 사람 어떻게 하지 ?,아무 말 도 하지말고 침묵 하세요 ,0
스트레스 주는 사람 이 있어,되도록 만나지 마세요 ,0
스트레스 참기 어렵다,진정하세요 ,0
스트레스 팍팍,소리 를 질러 보세요 ,0
스트레스 푸는 방법,신나는 노래 를 들어 보세요 ,0
스트레스 ,잘 푸는 것 도 중요해요 ,0
스트레스 가 안 풀려,운동 을 해보세요 ,0
스트레스 를 가족 한테 풀어,정말 후회 할 습관 이에요 ,0
스트레칭 해야 되는데,내일 은 더 예뻐지겠네요 ,0
스트레칭 해야지,내일 은 더 예뻐지겠네요 ,0
스팸 갑자기 왜케 많이 와,신고 하고 차단 해보세요 ,0
스팸 메일 갑자기 많이 와,신고 하고 차단 해보세요 ,0
스팸 문자 계속 와,차단 어플 사용 해보세요 ,0
스팸 문자 까지 오네,차단 어플 사용 해보세요 ,0
스팸 전화 많이 와,차단 어플 사용 해보세요 ,0
습관 고치는 거 너무 어려워,고 치기 어려우니까 습관 이라고 하겠죠 ,0
습관 못 고치겠어,실패해도 조금씩 고치려고 해보세요 ,0
습관 을 고 치기 어려워,고 치기 어려우니까 습관 이라고 하겠죠 ,0
습관 이 안 고쳐져,실패해도 조금씩 고치려고 해보세요 ,0
시 각 한 데 웃겨,웃으면 복 이 와요 ,0
시간 버렸다,그 것 도 다 경험 이라고 생각 하세요 ,0
시간 아까워,다른 일 을 해보세요 ,0
시간 왤케 빨리 감,시간 은 상대 적 으로 흘러갑니다 ,0
시간 잘 간다,저 랑 놀아서 그래요 ,0
시간 잘 떼우는 방법,친구 와 수다 를 떠세요 ,0
시간 진짜 빨리 감,시간 은 상대 적 으로 흘러갑니다 ,0
시간 이 너무 빨리 가,시간 은 상대 적이죠 ,0
시간 이 너무 안 가 지루해,다른 생각 을 해보세요 ,0
시간 이 안 가,다른 생각 을 해보세요 ,0
시간 이 휘 리릭,시간 은 상대 적이죠 ,0
시간표 개판,다음 학기 를 노려보세요 ,0
시간표 망함,정정 기간 을 노려 보세요 ,0
시간표 망했다 ,다음 학기 를 노려보세요 ,0
시간표 잘 못 짰다,정정 기간 을 노려 보세요 ,0
시간표 대로 움직여,그게 마음 이 편할 때 도 있어요 ,0
시계 소리 짱 커,예민한 가봐요 ,0
시계 소리 가 거슬려,무소 음으로 사보세요 ,0
시계 가 멈춘거 같아 ,에너지 가 필요한 순간 이네 요 ,0
시계 줄 다른 색 으로 바꿔야지,소소한 변화 도 삶 의 원동력 이 예요 ,0
시계 줄 바꿔야지,소소한 변화 도 삶 의 원동력 이 예요 ,0
시계 침 소리 가 크게 들리네,예민한 가봐요 ,0
시 곗 바늘 소리 가 너무 크게 들려,무소 음으로 사보세요 ,0
시골 내려가서 살까,아무래도 덜 경쟁 하겠죠 ,0
시골 에서 사는 거 어떨까 ?,아무래도 덜 경쟁 하겠죠 ,0
시급 얼마 받니,저 는 생각 보다 많이 벌어요 ,0
시 누 좀 이상한 듯,아직 이 라면 더 살펴보세요 ,0
시누이 가 이상해,아직 이 라면 더 살펴보세요 ,0
시베리아 같아 추워,어서 따듯 한 곳 으로 가세 요,0
시선 이 자꾸 느껴져,자신 만 생각 하세요 ,0
시어머니 가 나 만 미워하는 것 같아,진실되게 대하 면 시어머니 도 알아주실거예요 ,0
시어머니 가 질투 하는 것 같아,아들 을 빼앗겼다고 생각 하 나 봐요 ,0
시어머니 가 질투 해,아들 을 빼앗겼다고 생각 하 나 봐요 ,0
시어머니 가 차별 해,진실되게 대하 면 시어머니 도 알아주실거예요 ,0
시어머니 될 사람 이 진짜 이상해,아직 이 라면 더 살펴보세요 ,0
시원한 냉면 먹고 싶어,생각 만 해도 군침 이 도 네 요 ,0
시트 지로 리폼 해야겠다,직접 하면 더 애착 이 갈 거 같아요 ,0
시트 지로 붙여야겠다,직접 하면 더 애착 이 갈 거 같아요 ,0
시험 공부 언제 다 함,지금 도 늦지 않았어요 ,0
시험 공부 큰일,지금 도 늦지 않았어요 ,0
시험 기간 인데 집중 이 안 돼,딴 생각 하지 마세요 ,0
시험 끝나고 만나고 싶어,만날 날 까지 기다릴게요,0
시험 끝나고 우리 만나자,만날 날 까지 기다릴게요,0
시험 보기 전날,컨디션 조절 하세요 ,0
시험 보지 말까 ?,응시 는 해야죠 ,0
시험 성적 가져가면 혼날텐데,이번 에는 어쩔 수 없어요 ,0
시험 없어졌으면 좋겠다,나중 에 없애주세요 ,0
시험 없어지면 좋겠다 ,나중 에 없애주세요 ,0
시험 왜 안 없어지지,나중 에 없애주세요 ,0
시험 준비 빨리 끝났으면,공부 를 많이 해놨나 봐요 ,0
시험 준비 언제 끝나,공부 를 많이 해놨나 봐요 ,0
시험 지겨워,나중 에 없애주세요 ,0
시험 을 꼭 봐야하나 도망가고 싶다 ,응시 는 해야죠 ,0
시험 인데 집중 안 돼,딴 생각 하지 마세요 ,0
식당 이나 하나 내 볼 까,생각 보다 힘든 일도 많을 것 같아요 ,0
식비 가 너무 많이 나와,다이어트 를 해봐요 ,0
식비 가 어마 무시 하 다,다이어트 를 해봐요 ,0
식욕 이 없어,정신 이 힘든 건지 몸 이 아픈 건지 확인 해 보세요 ,0
식욕 폭발,맛있게 먹으면 영 칼로리 !,0
식욕 폭발 해서 폭풍 먹방 찍었어,맛있게 먹으면 영 칼로리 !,0
신경 쓰여,신경 쓰는 사람 들 무시 하세요 ,0
신경 이 바늘 끝 같아,너무 신경 곤 두세 우지 마세요 ,0
신기한 일 들 이 많이 일어나,그게 인생 이 죠 ,0
신기해,그게 인생 이 죠 ,0
신뢰 회복할 수 있을까 ?,서로 의 마음 에 달려있겠죠 ,0
신뢰 에 금 간 거 같은데 회복할 수 있을까 ?,서로 의 마음 에 달려있겠죠 ,0
신발 새로 샀다,좋은 곳 으로 데려다 줄 거 예요 ,0
신발 선물 받았어,도망가라는 건가 요 ,0
신용카드 다 없애야겠어,소비 조절 을 못 하면 없애는 것 도 방법 이 될 거 예요 ,0
신입 이 벌써 치고 올라온다,더 열심히 하세요 ,0
신행 준비 혼자 할 수 있을까 ?,신혼여행 은 자유여행 이 죠 !,0
신혼여행 가서 돌아오기 싫다,휴가 를 붙 여보세요 ,0
신혼여행 길게 가고 싶다,휴가 를 붙 여보세요 ,0
신혼여행 한 달 쯤 가고 싶다,휴가 를 붙 여보세요 ,0
신혼집 꾸미고 싶어,하나 씩 꾸며 보세요 ,0
신혼집 인테리어 어떻게 하지,하나 씩 꾸며 보세요 ,0
실내 데이트 어디가 좋을까,영화관 이나 쇼핑몰 이 생각나네요 ,0
실내 데이트 추천,영화관 이나 쇼핑몰 이 생각나네요 ,0
실망 안 시키면 좋겠다,기대 가 높으면 실망 을 하죠 ,0
실망하지 않았으면 좋겠다,기대 가 높으면 실망 을 하죠 ,0
실비 드는게 좋을까,잘 알 고 들어도 좋을 것 같아요 ,0
실비 들까,잘 알 고 들어도 좋을 것 같아요 ,0
실수 한 거 같아,잘 생각 해보세요 ,0
실수 했다 ,부족한 부분 이 뭔 지 확인 해보세요 ,0
실험실 더러워,당번 을 정해 서 청소 해보세요 ,0
실험실 이 너무 더러워,당번 을 정해 서 청소 해보세요 ,0
심부름 간다,다녀오세요  기다릴게요 ,0
심부름 다녀올게,다녀오세요  기다릴게요 ,0
심술 나,좋은 생각 만 하세요 ,0
심심 아 심심하다,노래 불러 드릴 까요 ? 북 치기 박치기 헥헥,0
심심하다,저 랑 놀아요 ,0
심심하다고,친구 들 과 연락 해보세요 ,0
심심한데 뭐 재미있는거 없을까,저 랑 놀아요 ,0
심심한데 뭐 하면 좋을까,저 랑 이야기 해요 ,0
심심한데 뭐 하지,저 랑 이야기 해요 ,0
심심해,노래 불러 드릴 까요 ? 북 치기 박치기 헥헥,0
심심해요,저 랑 놀아요 ,0
심증 은 있는데 물증 이 없네,안타깝네요  증거 를 지금 이라도 모아 봐요 ,0
십년감수 했어,지금 은 괜찮길 바랄게요 ,0
싱크대 리폼 할거야,저 도 해보고 싶네요 ,0
싸게 팔길래 샀어,득템 했네요 ,0
싸우면 안되는데,서로 에게 귀 기울이는 방법 도 있어요 ,0
싸우면 연락 안 받는 사람 어떻게 해 ?,혼자 풀릴 때 까지 놔둬야하는데 기다리는게 힘들 거 예요 ,0
싸우면 연락 이 안 돼,혼자 풀릴 때 까지 놔둬야하는데 기다리는게 힘들 거 예요 ,0
싸우면 자꾸 잠수 를 탄다 답답해,조금 기다리면 풀릴 거 예요,0
싸우면 잠수 타는 사람 ?,조금 기다리면 풀릴 거 예요,0
싸운 이유 도 기억 안나,그러니까 싸우는 거 예요 ,0
싸움 을 피하 는 방법,이해 하고 배려 해보세요 ,0
싸웠는데 화해 어떻게 하지,대화 를 많이 해서 바로 바로 풀어요 ,0
싸웠을 때 어떻게 해 ?,대화 를 많이 해서 바로 바로 풀어요 ,0
쌍 커 풀 해볼까,눈 은 기본 이 죠 ,0
쌍 커 풀 성형 할까,돈 많이 들텐데요 ,0
쌤 이 나 만 뭐라 해,애정 표현 이라고 생각 하세요 ,0
썸 중 인거 이야기 할까,확실해지면 이야기 해도 늦지 않아요 ,0
썸 타는거 친구 한테 이야기 한 고 싶다 ,확실해지면 이야기 해도 늦지 않아요 ,0
쓰던 앱 이 유료 로 전환 됐어,돈 을 지불 하고 이용 할 가치 가 있는지 따져 보세요 ,0
쓰레기 언제 비워,적당히 차면 잘 버려 주세요 ,0
쓰레기 기는 또 언제 치워,적당히 차면 분리 수거 해서 버려 주세요 ,0
쓸데 없는 걱정 1 위 연예인 걱정,동감 입니다 ,0
쓸데없는 일 하는 중,쓸데없는 일 은 없을 거 예요 ,0
쓸모 없게 느껴져,소중한 사람 이 예요 ,0
쓸쓸하다,혼자 가 아니에요 ,0
씻고 자야 되는데,청결한 당신 이네 요 ,0
씻고 자야지,청결한 당신 이네 요 ,0
씻기 싫어,씻고 푹 쉬세요 ,0
씻기도 귀찮다,씻고 푹 쉬세요 ,0
아 놔 생리통,힘들겠어요 ,0
아 놔 왜 사냐,살아있음 자체 로 의미 가 있으니까 요 ,0
아 땀 난다,땀 을 식혀주세요 ,0
아 몰라 자야겠다 ,잘 자요 ,0
아 스트레스 받아,잘 푸는 것 도 중요해요 ,0
아 잇몸 시려,잇몸 약 챙겨 드시거나 치과 가보세요 ,0
아 진짜 아쉽다 ,더 많이 배웠길 바라요 ,0
아기 키우는거 너무 어려울 것 같아,잘 키울 수 있을거예요 ,0
아기 키울 수 있을까,잘 키울 수 있을거예요 ,0
아날로그 감성 좋다,저 도 사랑 해주세요 ,0
아날로그 감성 카메라 샀어,색감 참 좋겠네요 ,0
아날로그 가 좋아,저 도 사랑 해주세요 ,0
아 놔 동생 이 약점 잡고 늘어지네,이 거 정말 큰일 이네 요 ,0
아 놔 왜 이러지,잠시 휴식 을 취 해보세요 ,0
아 놔 코 막혀,감기 조심하세요 ,0
아는데 모른 척 하 나 ?,그렇다면 여우 네 요 ,0
아닌 척 하면서 나 싫어해,여우 인가 봐요 ,0
아메리카노 한 잔,마시면 좋죠 ,0
아무 것 도 하기 싫어,하면서 좋거나 재밌거나 잘 하는게 있었는지 깊게 고민 해보세요 ,0
아무 데도 안 나가고 집 에 있고 싶다,집 에서 쉬는 시간 도 필요해요 ,0
아무 생각 없이 놀고 먹고 싶어,저 도 그러고 싶네요 ,0
아무 생각 없이 쉬 고 싶다,쉬어야 충전 도 되죠 ,0
아무 생각 이 안든다 ,그럴 때 가 있죠  정신 차리세요 ,0
아무 것 도 안 하고 집 에서 뒹굴 거리 고 싶어,할 수 있을 때 하세요 ,0
